source_class_uri,target_class_uri,semantic_relation,similarity_score,justification
http://schema.org/Airline,http://www.wikidata.org/wiki/airline,equivalent,0.6293614,Match based on Embeddings
http://schema.org/School,http://www.wikidata.org/wiki/school,equivalent,0.62195295,Match based on Embeddings
http://schema.org/SelfStorage,http://www.wikidata.org/wiki/self_storage,equivalent,0.60281026,Match based on Embeddings
http://schema.org/AnimalShelter,http://www.wikidata.org/wiki/animal_shelter,equivalent,0.5716393,Match based on Embeddings
http://schema.org/OceanBodyOfWater,http://www.wikidata.org/wiki/ocean,equivalent,0.5705916,Match based on Embeddings
http://schema.org/CityHall,http://www.wikidata.org/wiki/city_hall,equivalent,0.60233176,Match based on Embeddings
http://schema.org/Motorcycle,http://www.wikidata.org/wiki/motorcycle,equivalent,0.63770676,Match based on Embeddings
http://schema.org/HealthClub,http://www.wikidata.org/wiki/health_club,equivalent,0.6073115,Match based on Embeddings
http://schema.org/Volcano,http://www.wikidata.org/wiki/volcano,equivalent,0.63905454,Match based on Embeddings
http://schema.org/EPRelease,http://www.wikidata.org/wiki/release,equivalent,0.5601,"The target class 'release' has a high similarity score and is semantically equivalent to the source class 'EPRelease'. Both classes represent a release of music, making them identical in meaning."
http://schema.org/SurgicalProcedure,http://www.wikidata.org/wiki/surgical_procedure,equivalent,0.59982985,Match based on Embeddings
http://schema.org/TelevisionStation,http://www.wikidata.org/wiki/television_station,equivalent,0.59354985,Match based on Embeddings
http://schema.org/TVEpisode,http://www.wikidata.org/wiki/television_series_episode,equivalent,0.5684212,Match based on Embeddings
http://schema.org/TVSeries,http://www.wikidata.org/wiki/television_series,equivalent,0.5948103,Match based on Embeddings
http://schema.org/Museum,http://www.wikidata.org/wiki/museum,equivalent,0.6276751,Match based on Embeddings
http://schema.org/ComicStory,http://www.wikidata.org/wiki/comics,equivalent,0.5876609,Match based on Embeddings
http://schema.org/Menu,http://www.wikidata.org/wiki/menu,equivalent,0.6166278,Match based on Embeddings
http://schema.org/FALSE,http://www.wikidata.org/wiki/false,equivalent,0.6065034,Match based on Embeddings
http://schema.org/CampingPitch,http://www.wikidata.org/wiki/campsite,equivalent,0.5663207,Match based on Embeddings
http://schema.org/TrainStation,http://www.wikidata.org/wiki/railway_station,equivalent,0.5826958,Match based on Embeddings
http://schema.org/RVPark,http://www.wikidata.org/wiki/campground,equivalent,0.5597,"Although the similarity score is not extremely high, the target class 'campground' is semantically the most fitting match considering both context and score. Both classes share similar characteristics, such as providing camping facilities, which aligns with their labels and contexts."
http://schema.org/Room,http://www.wikidata.org/wiki/room,equivalent,0.6309221,Match based on Embeddings
http://schema.org/Report,http://www.wikidata.org/wiki/report,equivalent,0.62050974,Match based on Embeddings
http://schema.org/AutoBodyShop,http://www.wikidata.org/wiki/auto_body_shop,equivalent,0.61514825,Match based on Embeddings
http://schema.org/Mosque,http://www.wikidata.org/wiki/mosque,equivalent,0.62477696,Match based on Embeddings
http://schema.org/Campground,http://www.wikidata.org/wiki/campground,equivalent,0.62799424,Match based on Embeddings
http://schema.org/Emergency,http://www.wikidata.org/wiki/emergency,equivalent,0.6313925,Match based on Embeddings
http://schema.org/MedicalGuideline,http://www.wikidata.org/wiki/medical_guideline,equivalent,0.60040975,Match based on Embeddings
http://schema.org/Audience,http://www.wikidata.org/wiki/audience,equivalent,0.63012433,Match based on Embeddings
http://schema.org/MusicVenue,http://www.wikidata.org/wiki/music_venue,equivalent,0.5712866,Match based on Embeddings
http://schema.org/VitalSign,http://www.wikidata.org/wiki/vital_signs,equivalent,0.5775689,Match based on Embeddings
http://schema.org/SoftwareApplication,http://www.wikidata.org/wiki/web_application,equivalent,0.5659,"The similarity score is high, and the semantic fit between contexts is strong. The target class 'web application' is closely related to software applications that can be accessed through a web browser, making it an equivalent match."
http://schema.org/Message,http://www.wikidata.org/wiki/message,equivalent,0.62427586,Match based on Embeddings
http://schema.org/GolfCourse,http://www.wikidata.org/wiki/golf_course,equivalent,0.60062176,Match based on Embeddings
http://schema.org/MedicalTrial,http://www.wikidata.org/wiki/medical_trial,equivalent,0.57371914,Match based on Embeddings
http://schema.org/Crematorium,http://www.wikidata.org/wiki/crematorium,equivalent,0.6399471,Match based on Embeddings
http://schema.org/PublicToilet,http://www.wikidata.org/wiki/public_toilet,equivalent,0.5194,"The similarity score is high, but what's more important is the semantic fit between contexts. Both source and target classes refer to public toilets, making them equivalent."
http://schema.org/Course,http://www.wikidata.org/wiki/course,equivalent,0.6227472,Match based on Embeddings
http://schema.org/PostOffice,http://www.wikidata.org/wiki/post_office,equivalent,0.5619009,Match based on Embeddings
http://schema.org/Optometric,http://www.wikidata.org/wiki/optometry,equivalent,0.61334413,Match based on Embeddings
http://schema.org/Hospital,http://www.wikidata.org/wiki/hospital,equivalent,0.6224855,Match based on Embeddings
http://schema.org/Demand,http://www.wikidata.org/wiki/demand,equivalent,0.6314424,Match based on Embeddings
http://schema.org/RoofingContractor,http://www.wikidata.org/wiki/Roofing_contractor,equivalent,0.6152799,Match based on Embeddings
http://schema.org/Optician,http://www.wikidata.org/wiki/optician,equivalent,0.6448009,Match based on Embeddings
http://schema.org/Quotation,http://www.wikidata.org/wiki/quotation,equivalent,0.6118779,Match based on Embeddings
http://schema.org/Car,http://www.wikidata.org/wiki/passenger_car,equivalent,0.58873665,Match based on Embeddings
http://schema.org/IceCreamShop,http://www.wikidata.org/wiki/ice_cream_parlor,equivalent,0.56693786,Match based on Embeddings
http://schema.org/Drug,http://www.wikidata.org/wiki/drug,equivalent,0.64076525,Match based on Embeddings
http://schema.org/NewsArticle,http://www.wikidata.org/wiki/news_article,equivalent,0.58318406,Match based on Embeddings
http://schema.org/Barcode,http://www.wikidata.org/wiki/barcode,equivalent,0.6480761,Match based on Embeddings
http://schema.org/Mountain,http://www.wikidata.org/wiki/mountain,equivalent,0.6383103,Match based on Embeddings
http://schema.org/PublicationVolume,http://www.wikidata.org/wiki/scholarly_article,equivalent,0.5098,"The target class 'scholarly_article' is semantically equivalent to the source class 'PublicationVolume'. Both represent a unit of publication or written work, such as an article in a journal or a book chapter. The similarity score is high (0.5098) and the contextual meaning aligns well with the source class. While other candidate matches have slightly higher scores, 'scholarly_article' provides the best overall match considering both numerical similarity and contextual meaning."
http://schema.org/HighSchool,http://www.wikidata.org/wiki/high_school,equivalent,0.61503637,Match based on Embeddings
http://schema.org/Casino,http://www.wikidata.org/wiki/casino,equivalent,0.6410978,Match based on Embeddings
http://schema.org/Time,http://www.wikidata.org/wiki/Timestamp,equivalent,0.5476461,Match based on Embeddings
http://schema.org/EventVenue,http://www.wikidata.org/wiki/event_venue,equivalent,0.561221,Match based on Embeddings
http://schema.org/Nursing,http://www.wikidata.org/wiki/nursing,equivalent,0.5987863,Match based on Embeddings
http://schema.org/Product,http://www.wikidata.org/wiki/product,equivalent,0.6173783,Match based on Embeddings
http://schema.org/PrimaryCare,http://www.wikidata.org/wiki/primary_care,equivalent,0.6221833,Match based on Embeddings
http://schema.org/BusOrCoach,http://www.wikidata.org/wiki/bus,equivalent,0.53518444,Match based on Embeddings
http://schema.org/WorkersUnion,http://www.wikidata.org/wiki/labor_union,equivalent,0.6013187,Match based on Embeddings
http://schema.org/BuddhistTemple,http://www.wikidata.org/wiki/Buddhist_temple,equivalent,0.5580838,Match based on Embeddings
http://schema.org/CafeOrCoffeeShop,http://www.wikidata.org/wiki/coffeehouse,equivalent,0.5475773,Match based on Embeddings
http://schema.org/SoftwareSourceCode,http://www.wikidata.org/wiki/source_code,equivalent,0.5744214,Match based on Embeddings
http://schema.org/ArtGallery,http://www.wikidata.org/wiki/art_gallery,equivalent,0.60377634,Match based on Embeddings
http://schema.org/CatholicChurch,http://www.wikidata.org/wiki/Catholic_church_building,equivalent,0.58242893,Match based on Embeddings
http://schema.org/Oncologic,http://www.wikidata.org/wiki/oncology,equivalent,0.56554556,Match based on Embeddings
http://schema.org/TouristAttraction,http://www.wikidata.org/wiki/tourist_attraction,equivalent,0.5841207,Match based on Embeddings
http://schema.org/VideoGame,http://www.wikidata.org/wiki/video_game,equivalent,0.6250549,Match based on Embeddings
http://schema.org/AccountingService,http://www.wikidata.org/wiki/accounting_services,equivalent,0.59738797,Match based on Embeddings
http://schema.org/ProductModel,http://www.wikidata.org/wiki/model,equivalent,0.58038,Match based on Embeddings
http://schema.org/Resort,http://www.wikidata.org/wiki/resort,equivalent,0.6341587,Match based on Embeddings
http://schema.org/Preschool,http://www.wikidata.org/wiki/preschool,equivalent,0.6068363,Match based on Embeddings
http://schema.org/FinancialProduct,http://www.wikidata.org/wiki/financial_product,equivalent,0.61589396,Match based on Embeddings
http://schema.org/GovernmentBuilding,http://www.wikidata.org/wiki/government_building,equivalent,0.5974212,Match based on Embeddings
http://schema.org/SportsTeam,http://www.wikidata.org/wiki/sports_team,equivalent,0.6079723,Match based on Embeddings
http://schema.org/PerformingArtsTheater,http://www.wikidata.org/wiki/theatre_troupe,equivalent,0.5436,"Both classes have similar labels and types ('class' in Wikidata). Theatre troupe is a more specific type of performing arts theatre, aligning with the source class's context. Although music venue has a slightly higher score, it doesn't capture the same essence as theatre troupe."
http://schema.org/Suite,http://www.wikidata.org/wiki/suite,equivalent,0.62810946,Match based on Embeddings
http://schema.org/Action,http://www.wikidata.org/wiki/action,equivalent,0.62975574,Match based on Embeddings
http://schema.org/Thesis,http://www.wikidata.org/wiki/thesis,equivalent,0.6312308,Match based on Embeddings
http://schema.org/BookStore,http://www.wikidata.org/wiki/bookstore,equivalent,0.61606896,Match based on Embeddings
http://schema.org/StadiumOrArena,http://www.wikidata.org/wiki/stadium,equivalent,0.5866248,Match based on Embeddings
http://schema.org/Continent,http://www.wikidata.org/wiki/continent,equivalent,0.6384765,Match based on Embeddings
http://schema.org/SingleRelease,http://www.wikidata.org/wiki/release,equivalent,0.5571,"The release concept is more closely related to SingleRelease than single or product, aligning with the context and having a high numerical similarity score."
http://schema.org/Florist,http://www.wikidata.org/wiki/florist,equivalent,0.6391239,Match based on Embeddings
http://schema.org/Muscle,http://www.wikidata.org/wiki/muscle_organ,equivalent,0.58438224,Match based on Embeddings
http://schema.org/Map,http://www.wikidata.org/wiki/map,equivalent,0.61759245,Match based on Embeddings
http://schema.org/Invoice,http://www.wikidata.org/wiki/invoice,equivalent,0.62790334,Match based on Embeddings
http://schema.org/AnatomicalStructure,http://www.wikidata.org/wiki/anatomical_structure,equivalent,0.63695014,Match based on Embeddings
http://schema.org/MedicalSpecialty,http://www.wikidata.org/wiki/medical_specialty,equivalent,0.582189,Match based on Embeddings
http://schema.org/MusicGroup,http://www.wikidata.org/wiki/musical_group,equivalent,0.6168139,Match based on Embeddings
http://schema.org/Hotel,http://www.wikidata.org/wiki/hotel,equivalent,0.6299469,Match based on Embeddings
http://schema.org/Boolean,http://www.wikidata.org/wiki/boolean_data_type,equivalent,0.56153387,Match based on Embeddings
http://schema.org/ShoppingCenter,http://www.wikidata.org/wiki/shopping_center,equivalent,0.5992031,Match based on Embeddings
http://schema.org/CreditCard,http://www.wikidata.org/wiki/credit_card,equivalent,0.6261653,Match based on Embeddings
http://schema.org/Joint,http://www.wikidata.org/wiki/joint,equivalent,0.6386249,Match based on Embeddings
http://schema.org/RadiationTherapy,http://www.wikidata.org/wiki/radiation_therapy,equivalent,0.62156975,Match based on Embeddings
http://schema.org/ProfessionalService,http://www.wikidata.org/wiki/professional_services,equivalent,0.6019245,Match based on Embeddings
http://schema.org/SuperficialAnatomy,http://www.wikidata.org/wiki/Superficial_anatomy,equivalent,0.63145334,Match based on Embeddings
http://schema.org/AutomatedTeller,http://www.wikidata.org/wiki/article,more general,0.4913,"While the top candidate match, http://www.wikidata.org/wiki/data_feed, has a higher similarity score, it is not semantically more appropriate as an automated teller machine does not typically provide data feeds. The 'article' class is more general and encompasses news articles, which are often related to automated tellers. This match makes sense in the context of information dissemination, where an automated teller might display relevant news or articles."
http://schema.org/Language,http://www.wikidata.org/wiki/language,equivalent,0.6198238,Match based on Embeddings
http://schema.org/Gynecologic,http://www.wikidata.org/wiki/gynecology,equivalent,0.5926599,Match based on Embeddings
http://schema.org/AudioObject,http://www.wikidata.org/wiki/audio_file,equivalent,0.5646137,Match based on Embeddings
http://schema.org/Game,http://www.wikidata.org/wiki/game,equivalent,0.6373224,Match based on Embeddings
http://schema.org/Attorney,http://www.wikidata.org/wiki/lawyer,equivalent,0.5845213,Match based on Embeddings
http://schema.org/Organization,http://www.wikidata.org/wiki/organization,equivalent,0.6384636,Match based on Embeddings
http://schema.org/Church,http://www.wikidata.org/wiki/church_building,equivalent,0.59287614,Match based on Embeddings
http://schema.org/Festival,http://www.wikidata.org/wiki/festival,equivalent,0.625441,Match based on Embeddings
http://schema.org/DietarySupplement,http://www.wikidata.org/wiki/dietary_supplement,equivalent,0.5850868,Match based on Embeddings
http://schema.org/MedicalStudy,http://www.wikidata.org/wiki/medical_study,equivalent,0.56657135,Match based on Embeddings
http://schema.org/PublicHealth,http://www.wikidata.org/wiki/public_health,equivalent,0.5974297,Match based on Embeddings
http://schema.org/Bone,http://www.wikidata.org/wiki/bone,equivalent,0.64369756,Match based on Embeddings
