source_class_uri,target_class_uri,semantic_relation,similarity_score,justification
http://mouse.owl#MA_0001693,http://human.owl#NCI_C32211,equivalent,0.4499,"The target class NCI_C32211 is the most semantically fitting match for MA_0001693, considering both numerical similarity score and contextual meaning. The label 'bladder transitional cell epithelium' in the context of the target class is very similar to the label 'urinary bladder urothelium' in the source class context. Additionally, the subClassOf relationships between transitional_epithelium and stratified_epithelium in the target class context are consistent with the subClassOf relationship between thing in the source class context. While other matches have slightly higher similarity scores, NCI_C32211 provides a more precise semantic match, making it the best choice."
http://mouse.owl#MA_0000887,http://human.owl#NCI_C12440,equivalent,0.5422,"The target class 'amygdala' has a similar label and is also a part of the central nervous system, making it an equivalent match to the source class."
http://mouse.owl#MA_0001434,http://human.owl#NCI_C12853,equivalent,0.5495,"The target class has a high similarity score (0.5495) and shares the same context, with both being subclasses of 'vertebra' and having labels related to sacral vertebrae. This match is deemed most appropriate considering both numerical similarity and contextual meaning."
http://mouse.owl#MA_0000127,http://human.owl#NCI_C32885,equivalent,0.4775,"The target class 'islet_cell' has a high similarity score with the source class 'pancreatic islet', and upon examining their contexts, it becomes clear that they are equivalent concepts, as both refer to cells within the pancreas involved in insulin production."
http://mouse.owl#MA_0001401,http://human.owl#NCI_C52770,equivalent,0.5095357,Match based on Embeddings
http://mouse.owl#MA_0001914,http://human.owl#NCI_C33708,equivalent,0.5299186,Match based on Embeddings
http://mouse.owl#MA_0001432,http://human.owl#NCI_C12744,equivalent,0.5425,"The target class NCI_C12744 (lumbar_vertebra) is semantically equivalent to the source class MA_0001432 (lumbar vertebra 5). Both classes share a similar context and structure, with 'subClassOf' relationships to 'vertebra' and 'bone'. The similarity score of 0.5425 further supports this equivalence."
http://mouse.owl#MA_0002328,http://human.owl#NCI_C52706,equivalent,0.56019646,Match based on Embeddings
http://mouse.owl#MA_0001900,http://human.owl#NCI_C12378,equivalent,0.4788,"The target class 'gastrointestinal system' is semantically very close to the source class 'gastrointestinal system mesentery'. The similarity score of 0.4788 supports this conclusion, and considering the context, it seems that both classes refer to a part of the digestive system in humans and mice."
http://mouse.owl#MA_0002748,http://human.owl#NCI_C13082,equivalent,0.50027436,Match based on Embeddings
http://mouse.owl#MA_0002324,http://human.owl#NCI_C32824,equivalent,0.3984318,Match based on Embeddings
http://mouse.owl#MA_0001370,http://human.owl#NCI_C52790,equivalent,0.553056,Match based on Embeddings
http://mouse.owl#MA_0001435,N/A,N/A,0.0,"LLM failed to parse response. Raw: Based on the provided information, I recommend the following match:

[
{
[source_class_uri"": ""http://mouse.owl#MA_0001435"",
""target_class_uri"": ""http://human.owl#NCI_C33499"",
""relation"": ""equivalent"","
http://mouse.owl#MA_0002198,http://human.owl#NCI_C33343,equivalent,0.5510426,Match based on Embeddings
http://mouse.owl#MA_0001525,http://human.owl#NCI_C49478,equivalent,0.39737192,Match based on Embeddings
http://mouse.owl#MA_0001683,http://human.owl#NCI_C34005,equivalent,0.5409946,Match based on Embeddings
http://mouse.owl#MA_0001209,http://human.owl#NCI_C33378,equivalent,0.53738374,Match based on Embeddings
http://mouse.owl#MA_0001972,http://human.owl#NCI_C32357,equivalent,0.5542304,Match based on Embeddings
http://mouse.owl#MA_0000335,http://human.owl#NCI_C12382,equivalent,0.46254572,Match based on Embeddings
http://mouse.owl#MA_0001709,http://human.owl#NCI_C33244,equivalent,0.5137,"The target class 'ovarian_follicle' has the highest similarity score and is semantically equivalent to the source class 'mature follicle'. Both classes refer to a specific type of ovarian structure, supporting an 'equivalent' relationship."
http://mouse.owl#MA_0002003,http://human.owl#NCI_C52975,equivalent,0.54431176,Match based on Embeddings
http://mouse.owl#MA_0001772,http://human.owl#NCI_C48942,equivalent,0.5601143,Match based on Embeddings
http://mouse.owl#MA_0000951,http://human.owl#NCI_C12444,equivalent,0.5083,"The target class http://human.owl#NCI_C12444 is the most semantically similar to the source class http://mouse.owl#MA_0000951, considering both their labels ('hippocampus ca2' and 'hippocampus', respectively) and their hierarchical relationships. Both classes are subclasses of 'thing' and 'hippocampus region/brain part', indicating a high level of semantic equivalence."
http://mouse.owl#MA_0002662,http://human.owl#NCI_C43617,equivalent,0.55370396,Match based on Embeddings
http://mouse.owl#MA_0000902,http://human.owl#NCI_C32386,equivalent,0.4979,"The target class has a label 'cortical_cell_layer' which is semantically similar to the source class 'cortical layer vi'. Both classes are subClassOf 'neocortex layer' and 'thing', indicating they belong to the same domain. The similarity score of 0.4979 also supports this match, making it the most suitable choice considering both context and score."
http://mouse.owl#MA_0000104,http://human.owl#NCI_C12373,equivalent,0.5287637,Match based on Embeddings
http://mouse.owl#MA_0000254,http://human.owl#NCI_C32164,equivalent,0.4755566,Match based on Embeddings
http://mouse.owl#MA_0001589,http://human.owl#NCI_C12233,equivalent,0.56084055,Match based on Embeddings
http://mouse.owl#MA_0002390,http://human.owl#NCI_C33743,equivalent,0.48257315,Match based on Embeddings
http://mouse.owl#MA_0002215,http://human.owl#NCI_C33511,equivalent,0.5691572,Match based on Embeddings
http://mouse.owl#MA_0000140,http://human.owl#NCI_C12910,equivalent,0.54295087,Match based on Embeddings
http://mouse.owl#MA_0002308,http://human.owl#NCI_C52930,equivalent,0.5565078,Match based on Embeddings
http://mouse.owl#MA_0000216,http://human.owl#NCI_C12464,equivalent,0.5198357,Match based on Embeddings
http://mouse.owl#MA_0000151,http://human.owl#NCI_C12470,equivalent,0.49526796,Match based on Embeddings
http://mouse.owl#MA_0002032,http://human.owl#NCI_C32971,equivalent,0.5571741,Match based on Embeddings
http://mouse.owl#MA_0002219,http://human.owl#NCI_C52696,equivalent,0.5448191,Match based on Embeddings
http://mouse.owl#MA_0002273,http://human.owl#NCI_C52891,equivalent,0.531793,Match based on Embeddings
http://mouse.owl#MA_0001544,http://human.owl#NCI_C32924,equivalent,0.54710215,Match based on Embeddings
http://mouse.owl#MA_0000449,http://human.owl#NCI_C12769,equivalent,0.5178,"Although the similarity score is not perfect, the target class URI http://human.owl#NCI_C12769 best captures the semantic meaning of the source class. Both classes refer to a cavity lining, and the context matches well, with 'peritoneal_cavity' being a direct equivalent of 'peritoneal cavity lining'."
http://mouse.owl#MA_0001777,http://human.owl#NCI_C49251,equivalent,0.55749214,Match based on Embeddings
http://mouse.owl#MA_0001076,http://human.owl#NCI_C12719,equivalent,0.4792,"Although the similarity score is not exceptionally high, the target class 'ganglion' shares a similar context with the source class 'facial vii ganglion'. Both are part of the peripheral nervous system and are classified as 'nervous_system_part'. This contextual match makes it a suitable equivalent class."
http://mouse.owl#MA_0000076,http://human.owl#NCI_C13004,equivalent,0.49952257,Match based on Embeddings
http://mouse.owl#MA_0002674,http://human.owl#NCI_C33773,equivalent,0.5103038,Match based on Embeddings
http://mouse.owl#MA_0002377,http://human.owl#NCI_C53012,equivalent,0.54668844,Match based on Embeddings
http://mouse.owl#MA_0001484,http://human.owl#NCI_C32752,equivalent,0.53777075,Match based on Embeddings
http://mouse.owl#MA_0000395,http://human.owl#NCI_C12408,equivalent,0.5355244,Match based on Embeddings
http://mouse.owl#MA_0002004,http://human.owl#NCI_C32780,equivalent,0.5442874,Match based on Embeddings
http://mouse.owl#MA_0001708,http://human.owl#NCI_C33244,equivalent,0.5173,"The semantic match between 'ovary growing follicle' and 'ovarian_follicle' is the most suitable choice. Although the similarity score is not exceptionally high, the target class context accurately reflects the meaning of the source class. Both classes refer to a type of ovarian structure that grows or contains eggs."
http://mouse.owl#MA_0001365,http://human.owl#NCI_C52795,equivalent,0.5577604,Match based on Embeddings
http://mouse.owl#MA_0002322,http://human.owl#NCI_C52944,equivalent,0.5407569,Match based on Embeddings
http://mouse.owl#MA_0001310,http://human.owl#NCI_C32652,equivalent,0.52994406,Match based on Embeddings
http://mouse.owl#MA_0001696,http://human.owl#NCI_C32208,equivalent,0.49611476,Match based on Embeddings
http://mouse.owl#MA_0002556,http://human.owl#NCI_C33019,equivalent,0.3977,"The target class http://human.owl#NCI_C33019 has a similar label 'lunate_sulcus' and is a type of brain part, which aligns well with the source class's context as a thing referred to by the term 'lunate'. The similarity score is also relatively high among the candidate matches."
http://mouse.owl#MA_0002318,http://human.owl#NCI_C32762,equivalent,0.5335992,Match based on Embeddings
http://mouse.owl#MA_0002086,http://human.owl#NCI_C32197,equivalent,0.5558601,Match based on Embeddings
http://mouse.owl#MA_0002279,http://human.owl#NCI_C33672,equivalent,0.4941,"The target class 'superior_constrictor_muscle' has the highest similarity score and is semantically equivalent to the source class 'constrictor muscle of pharynx inferior'. Both classes refer to muscles involved in constriction, specifically in the pharyngeal region. The labels also show a strong semantic connection."
http://mouse.owl#MA_0001086,http://human.owl#NCI_C33870,equivalent,0.46669358,Match based on Embeddings
http://mouse.owl#MA_0001338,http://human.owl#NCI_C33423,equivalent,0.42545608,Match based on Embeddings
http://mouse.owl#MA_0002023,http://human.owl#NCI_C33357,equivalent,0.54626364,Match based on Embeddings
http://mouse.owl#MA_0001264,http://human.owl#NCI_C49597,equivalent,0.4778243,Match based on Embeddings
http://mouse.owl#MA_0001836,http://human.owl#NCI_C49212,equivalent,0.5447688,Match based on Embeddings
http://mouse.owl#MA_0002210,http://human.owl#NCI_C33462,equivalent,0.5337433,Match based on Embeddings
http://mouse.owl#MA_0001181,http://human.owl#NCI_C52805,equivalent,0.54242986,Match based on Embeddings
http://mouse.owl#MA_0001605,http://human.owl#NCI_C49264,equivalent,0.5668076,Match based on Embeddings
http://mouse.owl#MA_0002370,http://human.owl#NCI_C52986,equivalent,0.5443859,Match based on Embeddings
http://mouse.owl#MA_0001510,http://human.owl#NCI_C32394,equivalent,0.54659677,Match based on Embeddings
http://mouse.owl#MA_0002118,http://human.owl#NCI_C12716,equivalent,0.5516879,Match based on Embeddings
http://mouse.owl#MA_0002291,http://human.owl#NCI_C52913,equivalent,0.5576636,Match based on Embeddings
http://mouse.owl#MA_0002607,http://human.owl#NCI_C13250,equivalent,0.4397,"The target class 'glomerulus' is semantically equivalent to the source class 'glomerular visceral epithelium'. Both refer to a specific type of epithelial cell in the glomeruli, which aligns well with the context of both classes."
http://mouse.owl#MA_0001396,http://human.owl#NCI_C52715,equivalent,0.46712574,Match based on Embeddings
http://mouse.owl#MA_0002047,http://human.owl#NCI_C33490,equivalent,0.56210726,Match based on Embeddings
http://mouse.owl#MA_0000114,N/A,N/A,0.0,"LLM failed to parse response. Raw: Based on the provided information, I recommend the following:

[
{
""source_class_uri"": http://mouse.owl#MA_0000114,
""target_class_uri"": http://human.owl#NCI_C13059,
""relation"": ""equivalent"",
""score"": "
http://mouse.owl#MA_0001487,http://human.owl#NCI_C12290,equivalent,0.50667584,Match based on Embeddings
http://mouse.owl#MA_0002223,http://human.owl#NCI_C53128,equivalent,0.5521416,Match based on Embeddings
http://mouse.owl#MA_0000426,http://human.owl#NCI_C33483,equivalent,0.5523588,Match based on Embeddings
http://mouse.owl#MA_0000523,http://human.owl#NCI_C52758,equivalent,0.5038695,Match based on Embeddings
http://mouse.owl#MA_0002443,http://human.owl#NCI_C12889,equivalent,0.5408982,Match based on Embeddings
http://mouse.owl#MA_0002461,http://human.owl#NCI_C33885,equivalent,0.5512758,Match based on Embeddings
http://mouse.owl#MA_0001014,http://human.owl#NCI_C12898,equivalent,0.49610898,Match based on Embeddings
http://mouse.owl#MA_0001476,http://human.owl#NCI_C12797,equivalent,0.53578573,Match based on Embeddings
http://mouse.owl#MA_0002297,http://human.owl#NCI_C53155,equivalent,0.54140055,Match based on Embeddings
http://mouse.owl#MA_0002504,http://human.owl#NCI_C34062,equivalent,0.55029774,Match based on Embeddings
http://mouse.owl#MA_0000964,http://human.owl#NCI_C49249,equivalent,0.5735019,Match based on Embeddings
http://mouse.owl#MA_0000996,http://human.owl#NCI_C49139,equivalent,0.5530383,Match based on Embeddings
http://mouse.owl#MA_0002216,N/A,N/A,0.0,"LLM failed to parse response. Raw: After analyzing the source class and its candidate target classes, I recommend the following match:

[
{
""source_class_uri"": http://mouse.owl#MA_0002216,
""target_class_uri"": http://human.owl#NCI_C3351"
http://mouse.owl#MA_0002676,http://human.owl#NCI_C33265,equivalent,0.56652796,Match based on Embeddings
http://mouse.owl#MA_0001588,http://human.owl#NCI_C12234,equivalent,0.5371585,Match based on Embeddings
http://mouse.owl#MA_0000123,http://human.owl#NCI_C12271,equivalent,0.52866536,Match based on Embeddings
http://mouse.owl#MA_0002513,http://human.owl#NCI_C13192,equivalent,0.5363952,Match based on Embeddings
http://mouse.owl#MA_0002665,http://human.owl#NCI_C43630,equivalent,0.5326676,Match based on Embeddings
http://mouse.owl#MA_0001292,http://human.owl#NCI_C33429,equivalent,0.5350182,Match based on Embeddings
http://mouse.owl#MA_0000777,http://human.owl#NCI_C33791,equivalent,0.5262567,Match based on Embeddings
http://mouse.owl#MA_0000441,http://human.owl#NCI_C12428,equivalent,0.52646345,Match based on Embeddings
http://mouse.owl#MA_0001325,http://human.owl#NCI_C33203,equivalent,0.52830696,Match based on Embeddings
http://mouse.owl#MA_0001056,http://human.owl#NCI_C32409,equivalent,0.44002482,Match based on Embeddings
http://mouse.owl#MA_0000520,http://human.owl#NCI_C32040,equivalent,0.52362,Match based on Embeddings
http://mouse.owl#MA_0001904,http://human.owl#NCI_C12702,equivalent,0.5336321,Match based on Embeddings
http://mouse.owl#MA_0001999,http://human.owl#NCI_C52970,equivalent,0.5633304,Match based on Embeddings
http://mouse.owl#MA_0002243,http://human.owl#NCI_C33787,equivalent,0.55766976,Match based on Embeddings
http://mouse.owl#MA_0002521,http://human.owl#NCI_C13713,equivalent,0.5083913,Match based on Embeddings
http://mouse.owl#MA_0000034,http://human.owl#NCI_C32628,equivalent,0.4155,"Although the similarity score is relatively low, the target class 'forearm' has a more specific meaning that aligns well with the source class 'lower arm'. This match takes into account both numerical similarity and contextual meaning, making it the most appropriate choice."
http://mouse.owl#MA_0000128,http://human.owl#NCI_C12765,equivalent,0.56310457,Match based on Embeddings
http://mouse.owl#MA_0002567,http://human.owl#NCI_C33443,equivalent,0.4044,"Although the similarity score is not the highest, the target class URI http://human.owl#NCI_C33443 provides the best semantic fit considering both context and score. The label 'quadrigeminal_body' matches the source class label 'corpora quadrigemina', indicating a strong conceptual alignment between the two classes."
http://mouse.owl#MA_0002239,http://human.owl#NCI_C53140,equivalent,0.5385694,Match based on Embeddings
http://mouse.owl#MA_0001975,http://human.owl#NCI_C52863,equivalent,0.55665666,Match based on Embeddings
http://mouse.owl#MA_0001106,http://human.owl#NCI_C12812,equivalent,0.5365995,Match based on Embeddings
http://mouse.owl#MA_0001837,http://human.owl#NCI_C49214,equivalent,0.54019916,Match based on Embeddings
http://mouse.owl#MA_0002464,http://human.owl#NCI_C52559,equivalent,0.45512128,Match based on Embeddings
http://mouse.owl#MA_0002667,http://human.owl#NCI_C38671,equivalent,0.5415017,Match based on Embeddings
http://mouse.owl#MA_0002050,http://human.owl#NCI_C33650,equivalent,0.53927726,Match based on Embeddings
http://mouse.owl#MA_0000186,N/A,N/A,0.0,"LLM failed to parse response. Raw: Based on the provided information, I would select the best semantic match for the source class as follows:

[
{
""source_class_uri"": http://mouse.owl#MA_0000186,
""target_class_uri"": http://human.owl#NC"
http://mouse.owl#MA_0002435,http://human.owl#NCI_C12746,equivalent,0.4639,"The target class 'lymphatic_system' is the most semantically similar to the source class 'lymphoid system', considering both the numerical similarity score and contextual meaning. The contexts of the two classes are comparable, with both being organ systems or parts thereof. Furthermore, the labels and subClassOf relationships in the target context align well with those in the source context."
http://mouse.owl#MA_0000253,http://human.owl#NCI_C12274,equivalent,0.54108757,Match based on Embeddings
http://mouse.owl#MA_0002542,http://human.owl#NCI_C32453,equivalent,0.5451904,Match based on Embeddings
http://mouse.owl#MA_0002083,http://human.owl#NCI_C53027,equivalent,0.5364294,Match based on Embeddings
http://mouse.owl#MA_0001300,http://human.owl#NCI_C32975,equivalent,0.5362477,Match based on Embeddings
http://mouse.owl#MA_0000986,http://human.owl#NCI_C49232,equivalent,0.57416505,Match based on Embeddings
http://mouse.owl#MA_0001711,http://human.owl#NCI_C32676,equivalent,0.4914695,Match based on Embeddings
http://mouse.owl#MA_0001543,http://human.owl#NCI_C12385,equivalent,0.5294503,Match based on Embeddings
http://mouse.owl#MA_0000805,http://human.owl#NCI_C33627,equivalent,0.47952664,Match based on Embeddings
http://mouse.owl#MA_0001387,http://human.owl#NCI_C52785,equivalent,0.56344104,Match based on Embeddings
http://mouse.owl#MA_0002389,http://human.owl#NCI_C33709,equivalent,0.5235639,Match based on Embeddings
http://mouse.owl#MA_0002015,http://human.owl#NCI_C52742,equivalent,0.5688714,Match based on Embeddings
http://mouse.owl#MA_0000944,http://human.owl#NCI_C49333,equivalent,0.532563,Match based on Embeddings
http://mouse.owl#MA_0000617,N/A,N/A,0.0,"LLM failed to parse response. Raw: Based on the provided information, I recommend the following best semantic match:

[
{
[source_class_uri"": ""http://mouse.owl#MA_0000617"",
""target_class_uri"": ""http://human.owl#NCI_C12470"",
""relation"":"
http://mouse.owl#MA_0002515,http://human.owl#NCI_C32875,equivalent,0.52824,Match based on Embeddings
http://mouse.owl#MA_0001354,http://human.owl#NCI_C32416,equivalent,0.4474,"The target class NCI_C32416 is the most semantically similar to MA_0001354 based on both numerical similarity score and contextual meaning. The labels 'lateral cuneiform' and 'cuneiform_bone_of_the_foot' have a strong semantic connection, indicating that the two classes are equivalent. Additionally, the subclassOf relationships with 'tarsal bone' in both classes suggest a high degree of semantic similarity."
http://mouse.owl#MA_0002041,http://human.owl#NCI_C52739,equivalent,0.5649529,Match based on Embeddings
http://mouse.owl#MA_0001352,http://human.owl#NCI_C32416,equivalent,0.4311,"The candidate target class with the highest similarity score is NCI_C32416, which also has a context that closely matches the source class's description as a tarsal bone, specifically the medial cuneiform bone. This match is semantically equivalent, considering both the numerical similarity score and the contextual meaning."
http://mouse.owl#MA_0002331,http://human.owl#NCI_C33150,equivalent,0.5092664,Match based on Embeddings
http://mouse.owl#MA_0000737,http://human.owl#NCI_C32801,equivalent,0.5274114,Match based on Embeddings
http://mouse.owl#MA_0000020,http://human.owl#NCI_C13062,equivalent,0.44211903,Match based on Embeddings
http://mouse.owl#MA_0002664,http://human.owl#NCI_C38669,equivalent,0.5443632,Match based on Embeddings
http://mouse.owl#MA_0001096,http://human.owl#NCI_C12759,equivalent,0.543631,Match based on Embeddings
http://mouse.owl#MA_0002506,http://human.owl#NCI_C32293,equivalent,0.53366226,Match based on Embeddings
http://mouse.owl#MA_0001758,http://human.owl#NCI_C12281,equivalent,0.5482209,Match based on Embeddings
http://mouse.owl#MA_0000238,http://human.owl#NCI_C33227,equivalent,0.49812272,Match based on Embeddings
http://mouse.owl#MA_0002546,http://human.owl#NCI_C13161,equivalent,0.4862,"The target class 'juxtaglomerular_cell' is semantically equivalent to the source class 'juxtaglomerular complex'. Both classes refer to a specific type of cell or structure in the kidney, and their labels are very similar, with only a minor difference in prefix ('mouse' vs. 'human'). The high similarity score (0.4862) also supports this equivalence."
http://mouse.owl#MA_0001412,http://human.owl#NCI_C52767,equivalent,0.5154681,Match based on Embeddings
http://mouse.owl#MA_0000333,http://human.owl#NCI_C12379,equivalent,0.53009397,Match based on Embeddings
http://mouse.owl#MA_0001162,http://human.owl#NCI_C52746,equivalent,0.5574727,Match based on Embeddings
http://mouse.owl#MA_0002306,http://human.owl#NCI_C32666,equivalent,0.53054124,Match based on Embeddings
http://mouse.owl#MA_0000718,http://human.owl#NCI_C49322,equivalent,0.5610568,Match based on Embeddings
http://mouse.owl#MA_0001495,http://human.owl#NCI_C52745,equivalent,0.5581781,Match based on Embeddings
http://mouse.owl#MA_0000760,http://human.owl#NCI_C49779,equivalent,0.5132598,Match based on Embeddings
http://mouse.owl#MA_0000354,http://human.owl#NCI_C12376,equivalent,0.52138203,Match based on Embeddings
http://mouse.owl#MA_0001771,http://human.owl#NCI_C12867,equivalent,0.4889838,Match based on Embeddings
